agecat,_id,first_dose_pcttakeup,vacc_date,full_regimen_pcttakeup,ageGroup,,,
40-49,2969,97,19-Feb-22,95,40-49,,,
40-49,2970,97,20-Feb-22,95,40-49,,,
40-49,2971,97,21-Feb-22,95,40-49,,,
40-49,2972,97,22-Feb-22,95,40-49,,,
40-49,2973,97,23-Feb-22,95,40-49,,,
40-49,2974,97,24-Feb-22,95,40-49,,,
40-49,2975,97,25-Feb-22,95,40-49,,,
40-49,2976,97,26-Feb-22,95,40-49,,,
40-49,2977,97,27-Feb-22,95,40-49,,,
40-49,2978,97,28-Feb-22,95,40-49,,,
40-49,2979,97,1-Mar-22,95,40-49,,,
40-49,2980,97,2-Mar-22,95,40-49,,,
40-49,2981,97,3-Mar-22,95,40-49,,,
50-59,3527,97,1-Dec-21,95,50-59,,,
50-59,3528,97,2-Dec-21,95,50-59,,,
50-59,3529,97,3-Dec-21,95,50-59,,,
50-59,3530,97,4-Dec-21,95,50-59,,,
50-59,3531,97,5-Dec-21,95,50-59,,,
50-59,3532,97,6-Dec-21,95,50-59,,,
50-59,3533,97,7-Dec-21,95,50-59,,,
50-59,3534,97,8-Dec-21,95,50-59,,,
50-59,3535,97,9-Dec-21,95,50-59,,,
50-59,3536,97,10-Dec-21,95,50-59,,,
50-59,3537,97,11-Dec-21,95,50-59,,,
50-59,3538,97,12-Dec-21,95,50-59,,,
50-59,3539,97,13-Dec-21,95,50-59,,,
50-59,3540,97,14-Dec-21,95,50-59,,,
50-59,3541,97,15-Dec-21,95,50-59,,,
50-59,3542,97,16-Dec-21,95,50-59,,,
50-59,3543,97,17-Dec-21,95,50-59,,,
50-59,3544,97,18-Dec-21,95,50-59,,,
50-59,3545,97,19-Dec-21,95,50-59,,,
50-59,3546,97,20-Dec-21,95,50-59,,,
50-59,3547,97,21-Dec-21,95,50-59,,,
50-59,3548,97,22-Dec-21,95,50-59,,,
50-59,3549,97,23-Dec-21,95,50-59,,,
50-59,3550,97,24-Dec-21,95,50-59,,,
50-59,3551,97,25-Dec-21,95,50-59,,,
50-59,3552,97,26-Dec-21,95,50-59,,,
50-59,3553,97,27-Dec-21,95,50-59,,,
50-59,3554,97,28-Dec-21,95,50-59,,,
50-59,3555,97,29-Dec-21,95,50-59,,,
50-59,3556,97,30-Dec-21,95,50-59,,,
50-59,3557,97,31-Dec-21,95,50-59,,,
50-59,3558,97,1-Jan-22,95,50-59,,,
50-59,3559,97,2-Jan-22,95,50-59,,,
50-59,3560,97,3-Jan-22,95,50-59,,,
50-59,3561,97,4-Jan-22,95,50-59,,,
50-59,3562,97,5-Jan-22,95,50-59,,,
50-59,3563,97,6-Jan-22,95,50-59,,,
50-59,3564,97,7-Jan-22,95,50-59,,,
50-59,3565,97,8-Jan-22,95,50-59,,,
50-59,3566,97,9-Jan-22,95,50-59,,,
50-59,3567,97,10-Jan-22,95,50-59,,,
50-59,3568,97,11-Jan-22,95,50-59,,,
50-59,3569,97,12-Jan-22,95,50-59,,,
50-59,3570,97,13-Jan-22,95,50-59,,,
50-59,3571,97,14-Jan-22,95,50-59,,,
50-59,3572,97,15-Jan-22,95,50-59,,,
50-59,3573,97,16-Jan-22,95,50-59,,,
50-59,3574,97,17-Jan-22,95,50-59,,,
50-59,3575,97,18-Jan-22,95,50-59,,,
50-59,3576,97,19-Jan-22,95,50-59,,,
50-59,3577,97,20-Jan-22,95,50-59,,,
50-59,3578,97,21-Jan-22,95,50-59,,,
50-59,3579,97,22-Jan-22,95,50-59,,,
50-59,3580,97,23-Jan-22,95,50-59,,,
50-59,3581,97,24-Jan-22,95,50-59,,,
20-29,1656,97,13-Jan-22,93,20-29,,,
20-29,1657,97,14-Jan-22,93,20-29,,,
20-29,1658,97,15-Jan-22,93,20-29,,,
20-29,1659,97,16-Jan-22,93,20-29,,,
20-29,1660,97,17-Jan-22,93,20-29,,,
20-29,1661,97,18-Jan-22,93,20-29,,,
20-29,1662,97,19-Jan-22,93,20-29,,,
20-29,1663,97,20-Jan-22,93,20-29,,,
20-29,1664,97,21-Jan-22,93,20-29,,,
20-29,1665,97,22-Jan-22,93,20-29,,,
20-29,1666,97,23-Jan-22,93,20-29,,,
20-29,1667,97,24-Jan-22,93,20-29,,,
20-29,1668,97,25-Jan-22,93,20-29,,,
20-29,1669,97,26-Jan-22,93,20-29,,,
20-29,1670,97,27-Jan-22,93,20-29,,,
20-29,1671,97,28-Jan-22,93,20-29,,,
20-29,1672,97,29-Jan-22,93,20-29,,,
20-29,1673,97,30-Jan-22,93,20-29,,,
20-29,1674,97,31-Jan-22,93,20-29,,,
20-29,1675,97,1-Feb-22,93,20-29,,,
20-29,1676,97,2-Feb-22,93,20-29,,,
20-29,1677,97,3-Feb-22,93,20-29,,,
20-29,1678,97,4-Feb-22,93,20-29,,,
20-29,1679,97,5-Feb-22,93,20-29,,,
20-29,1680,97,6-Feb-22,93,20-29,,,
20-29,1681,97,7-Feb-22,93,20-29,,,
20-29,1682,97,8-Feb-22,93,20-29,,,
20-29,1683,97,9-Feb-22,93,20-29,,,
20-29,1684,97,10-Feb-22,93,20-29,,,
20-29,1685,97,11-Feb-22,93,20-29,,,
20-29,1686,97,12-Feb-22,93,20-29,,,
20-29,1687,97,13-Feb-22,93,20-29,,,
20-29,1688,97,14-Feb-22,93,20-29,,,
20-29,1689,97,15-Feb-22,93,20-29,,,
20-29,1690,97,16-Feb-22,93,20-29,,,
20-29,1691,97,17-Feb-22,93,20-29,,,
20-29,1692,97,18-Feb-22,93,20-29,,,
20-29,1693,97,19-Feb-22,93,20-29,,,
20-29,1694,97,20-Feb-22,93,20-29,,,
20-29,1695,97,21-Feb-22,93,20-29,,,
20-29,1696,97,22-Feb-22,93,20-29,,,
20-29,1697,97,23-Feb-22,93,20-29,,,
20-29,1698,97,24-Feb-22,93,20-29,,,
20-29,1699,97,25-Feb-22,93,20-29,,,
20-29,1700,97,26-Feb-22,93,20-29,,,
20-29,1701,97,27-Feb-22,93,20-29,,,
20-29,1702,97,28-Feb-22,93,20-29,,,
20-29,1703,97,1-Mar-22,93,20-29,,,
20-29,1704,97,2-Mar-22,93,20-29,,,
30-39,2313,97,1-Feb-22,93,30-39,,,
30-39,2314,97,2-Feb-22,93,30-39,,,
30-39,2315,97,3-Feb-22,93,30-39,,,
30-39,2316,97,4-Feb-22,93,30-39,,,
30-39,2317,97,5-Feb-22,93,30-39,,,
30-39,2318,97,6-Feb-22,93,30-39,,,
30-39,2319,97,7-Feb-22,93,30-39,,,
30-39,2320,97,8-Feb-22,93,30-39,,,
30-39,2321,97,9-Feb-22,93,30-39,,,
30-39,2322,97,10-Feb-22,93,30-39,,,
30-39,2323,97,11-Feb-22,93,30-39,,,
30-39,2324,97,12-Feb-22,93,30-39,,,
30-39,2325,97,13-Feb-22,93,30-39,,,
30-39,2326,97,14-Feb-22,93,30-39,,,
40-49,2865,97,7-Nov-21,93,40-49,,,
40-49,2866,97,8-Nov-21,93,40-49,,,
40-49,2867,97,9-Nov-21,93,40-49,,,
40-49,2868,97,10-Nov-21,93,40-49,,,
40-49,2869,97,11-Nov-21,93,40-49,,,
40-49,2870,97,12-Nov-21,93,40-49,,,
40-49,2871,97,13-Nov-21,93,40-49,,,
40-49,2872,97,14-Nov-21,93,40-49,,,
40-49,2873,97,15-Nov-21,93,40-49,,,
40-49,2874,97,16-Nov-21,93,40-49,,,
40-49,2875,97,17-Nov-21,93,40-49,,,
40-49,2876,97,18-Nov-21,93,40-49,,,
40-49,2877,97,19-Nov-21,93,40-49,,,
40-49,2878,97,20-Nov-21,93,40-49,,,
40-49,2879,97,21-Nov-21,93,40-49,,,
40-49,2880,97,22-Nov-21,93,40-49,,,
40-49,2881,97,23-Nov-21,93,40-49,,,
40-49,2882,97,24-Nov-21,93,40-49,,,
40-49,2883,97,25-Nov-21,93,40-49,,,
40-49,2884,97,26-Nov-21,93,40-49,,,
40-49,2885,97,27-Nov-21,93,40-49,,,
40-49,2886,97,28-Nov-21,93,40-49,,,
40-49,2887,97,29-Nov-21,93,40-49,,,
40-49,2888,97,30-Nov-21,93,40-49,,,
40-49,2889,97,1-Dec-21,93,40-49,,,
40-49,2890,97,2-Dec-21,93,40-49,,,
40-49,2891,97,3-Dec-21,93,40-49,,,
40-49,2892,97,4-Dec-21,93,40-49,,,
40-49,2893,97,5-Dec-21,93,40-49,,,
40-49,2894,97,6-Dec-21,93,40-49,,,
20-29,1705,97,3-Mar-22,94,20-29,,,
20-29,1706,97,4-Mar-22,94,20-29,,,
20-29,1707,97,5-Mar-22,94,20-29,,,
20-29,1708,97,6-Mar-22,94,20-29,,,
20-29,1709,97,7-Mar-22,94,20-29,,,
20-29,1710,97,8-Mar-22,94,20-29,,,
20-29,1711,97,9-Mar-22,94,20-29,,,
20-29,1712,97,10-Mar-22,94,20-29,,,
20-29,1713,97,11-Mar-22,94,20-29,,,
20-29,1714,97,12-Mar-22,94,20-29,,,
20-29,1715,97,13-Mar-22,94,20-29,,,
20-29,1716,97,14-Mar-22,94,20-29,,,
20-29,1717,97,15-Mar-22,94,20-29,,,
20-29,1718,97,16-Mar-22,94,20-29,,,
20-29,1719,97,17-Mar-22,94,20-29,,,
20-29,1720,97,18-Mar-22,94,20-29,,,
20-29,1721,97,19-Mar-22,94,20-29,,,
20-29,1722,97,20-Mar-22,94,20-29,,,
20-29,1723,97,21-Mar-22,94,20-29,,,
20-29,1724,97,22-Mar-22,94,20-29,,,
20-29,1725,97,23-Mar-22,94,20-29,,,
20-29,1726,97,24-Mar-22,94,20-29,,,
20-29,1727,97,25-Mar-22,94,20-29,,,
20-29,1728,97,26-Mar-22,94,20-29,,,
20-29,1729,97,27-Mar-22,94,20-29,,,
20-29,1730,97,28-Mar-22,94,20-29,,,
20-29,1731,97,29-Mar-22,94,20-29,,,
20-29,1732,97,30-Mar-22,94,20-29,,,
20-29,1733,97,31-Mar-22,94,20-29,,,
40-49,2895,97,7-Dec-21,94,40-49,,,
40-49,2896,97,8-Dec-21,94,40-49,,,
40-49,2897,97,9-Dec-21,94,40-49,,,
40-49,2898,97,10-Dec-21,94,40-49,,,
40-49,2899,97,11-Dec-21,94,40-49,,,
40-49,2900,97,12-Dec-21,94,40-49,,,
40-49,2901,97,13-Dec-21,94,40-49,,,
40-49,2902,97,14-Dec-21,94,40-49,,,
40-49,2903,97,15-Dec-21,94,40-49,,,
40-49,2904,97,16-Dec-21,94,40-49,,,
40-49,2905,97,17-Dec-21,94,40-49,,,
40-49,2906,97,18-Dec-21,94,40-49,,,
40-49,2907,97,19-Dec-21,94,40-49,,,
40-49,2908,97,20-Dec-21,94,40-49,,,
40-49,2909,97,21-Dec-21,94,40-49,,,
40-49,2910,97,22-Dec-21,94,40-49,,,
40-49,2911,97,23-Dec-21,94,40-49,,,
40-49,2912,97,24-Dec-21,94,40-49,,,
40-49,2913,97,25-Dec-21,94,40-49,,,
40-49,2914,97,26-Dec-21,94,40-49,,,
40-49,2915,97,27-Dec-21,94,40-49,,,
40-49,2916,97,28-Dec-21,94,40-49,,,
40-49,2917,97,29-Dec-21,94,40-49,,,
40-49,2918,97,30-Dec-21,94,40-49,,,
40-49,2919,97,31-Dec-21,94,40-49,,,
40-49,2920,97,1-Jan-22,94,40-49,,,
40-49,2921,97,2-Jan-22,94,40-49,,,
40-49,2922,97,3-Jan-22,94,40-49,,,
40-49,2923,97,4-Jan-22,94,40-49,,,
40-49,2924,97,5-Jan-22,94,40-49,,,
40-49,2925,97,6-Jan-22,94,40-49,,,
40-49,2926,97,7-Jan-22,94,40-49,,,
40-49,2927,97,8-Jan-22,94,40-49,,,
40-49,2928,97,9-Jan-22,94,40-49,,,
40-49,2929,97,10-Jan-22,94,40-49,,,
40-49,2930,97,11-Jan-22,94,40-49,,,
40-49,2931,97,12-Jan-22,94,40-49,,,
40-49,2932,97,13-Jan-22,94,40-49,,,
40-49,2933,97,14-Jan-22,94,40-49,,,
40-49,2934,97,15-Jan-22,94,40-49,,,
40-49,2935,97,16-Jan-22,94,40-49,,,
40-49,2936,97,17-Jan-22,94,40-49,,,
40-49,2937,97,18-Jan-22,94,40-49,,,
40-49,2938,97,19-Jan-22,94,40-49,,,
40-49,2939,97,20-Jan-22,94,40-49,,,
40-49,2940,97,21-Jan-22,94,40-49,,,
40-49,2941,97,22-Jan-22,94,40-49,,,
40-49,2942,97,23-Jan-22,94,40-49,,,
40-49,2943,97,24-Jan-22,94,40-49,,,
40-49,2944,97,25-Jan-22,94,40-49,,,
40-49,2945,97,26-Jan-22,94,40-49,,,
40-49,2946,97,27-Jan-22,94,40-49,,,
40-49,2947,97,28-Jan-22,94,40-49,,,
40-49,2948,97,29-Jan-22,94,40-49,,,
40-49,2949,97,30-Jan-22,94,40-49,,,
40-49,2950,97,31-Jan-22,94,40-49,,,
40-49,2951,97,1-Feb-22,94,40-49,,,
40-49,2952,97,2-Feb-22,94,40-49,,,
40-49,2953,97,3-Feb-22,94,40-49,,,
40-49,2954,97,4-Feb-22,94,40-49,,,
40-49,2955,97,5-Feb-22,94,40-49,,,
40-49,2956,97,6-Feb-22,94,40-49,,,
40-49,2957,97,7-Feb-22,94,40-49,,,
40-49,2958,97,8-Feb-22,94,40-49,,,
20-29,1621,97,9-Dec-21,92,20-29,,,
20-29,1622,97,10-Dec-21,92,20-29,,,
20-29,1623,97,11-Dec-21,92,20-29,,,
20-29,1624,97,12-Dec-21,92,20-29,,,
20-29,1625,97,13-Dec-21,92,20-29,,,
20-29,1626,97,14-Dec-21,92,20-29,,,
20-29,1627,97,15-Dec-21,92,20-29,,,
20-29,1628,97,16-Dec-21,92,20-29,,,
20-29,1629,97,17-Dec-21,92,20-29,,,
20-29,1630,97,18-Dec-21,92,20-29,,,
20-29,1631,97,19-Dec-21,92,20-29,,,
20-29,1632,97,20-Dec-21,92,20-29,,,
20-29,1633,97,21-Dec-21,92,20-29,,,
20-29,1634,97,22-Dec-21,92,20-29,,,
20-29,1635,97,23-Dec-21,92,20-29,,,
20-29,1636,97,24-Dec-21,92,20-29,,,
20-29,1637,97,25-Dec-21,92,20-29,,,
20-29,1638,97,26-Dec-21,92,20-29,,,
20-29,1639,97,27-Dec-21,92,20-29,,,
20-29,1640,97,28-Dec-21,92,20-29,,,
20-29,1641,97,29-Dec-21,92,20-29,,,
20-29,1642,97,30-Dec-21,92,20-29,,,
20-29,1643,97,31-Dec-21,92,20-29,,,
20-29,1644,97,1-Jan-22,92,20-29,,,
20-29,1645,97,2-Jan-22,92,20-29,,,
20-29,1646,97,3-Jan-22,92,20-29,,,
20-29,1647,97,4-Jan-22,92,20-29,,,
20-29,1648,97,5-Jan-22,92,20-29,,,
20-29,1649,97,6-Jan-22,92,20-29,,,
20-29,1650,97,7-Jan-22,92,20-29,,,
20-29,1651,97,8-Jan-22,92,20-29,,,
20-29,1652,97,9-Jan-22,92,20-29,,,
20-29,1653,97,10-Jan-22,92,20-29,,,
20-29,1654,97,11-Jan-22,92,20-29,,,
20-29,1655,97,12-Jan-22,92,20-29,,,
30-39,2268,97,18-Dec-21,92,30-39,,,
30-39,2269,97,19-Dec-21,92,30-39,,,
30-39,2270,97,20-Dec-21,92,30-39,,,
30-39,2271,97,21-Dec-21,92,30-39,,,
30-39,2272,97,22-Dec-21,92,30-39,,,
30-39,2273,97,23-Dec-21,92,30-39,,,
30-39,2274,97,24-Dec-21,92,30-39,,,
30-39,2275,97,25-Dec-21,92,30-39,,,
30-39,2276,97,26-Dec-21,92,30-39,,,
30-39,2277,97,27-Dec-21,92,30-39,,,
30-39,2278,97,28-Dec-21,92,30-39,,,
30-39,2279,97,29-Dec-21,92,30-39,,,
30-39,2280,97,30-Dec-21,92,30-39,,,
30-39,2281,97,31-Dec-21,92,30-39,,,
30-39,2282,97,1-Jan-22,92,30-39,,,
30-39,2283,97,2-Jan-22,92,30-39,,,
30-39,2284,97,3-Jan-22,92,30-39,,,
30-39,2285,97,4-Jan-22,92,30-39,,,
30-39,2286,97,5-Jan-22,92,30-39,,,
30-39,2287,97,6-Jan-22,92,30-39,,,
30-39,2288,97,7-Jan-22,92,30-39,,,
30-39,2289,97,8-Jan-22,92,30-39,,,
30-39,2290,97,9-Jan-22,92,30-39,,,
30-39,2291,97,10-Jan-22,92,30-39,,,
30-39,2292,97,11-Jan-22,92,30-39,,,
30-39,2293,97,12-Jan-22,92,30-39,,,
30-39,2294,97,13-Jan-22,92,30-39,,,
30-39,2295,97,14-Jan-22,92,30-39,,,
30-39,2296,97,15-Jan-22,92,30-39,,,
30-39,2297,97,16-Jan-22,92,30-39,,,
30-39,2298,97,17-Jan-22,92,30-39,,,
30-39,2299,97,18-Jan-22,92,30-39,,,
30-39,2300,97,19-Jan-22,92,30-39,,,
30-39,2301,97,20-Jan-22,92,30-39,,,
30-39,2302,97,21-Jan-22,92,30-39,,,
30-39,2303,97,22-Jan-22,92,30-39,,,
30-39,2304,97,23-Jan-22,92,30-39,,,
30-39,2305,97,24-Jan-22,92,30-39,,,
30-39,2306,97,25-Jan-22,92,30-39,,,
30-39,2307,97,26-Jan-22,92,30-39,,,
30-39,2308,97,27-Jan-22,92,30-39,,,
30-39,2309,97,28-Jan-22,92,30-39,,,
30-39,2310,97,29-Jan-22,92,30-39,,,
30-39,2311,97,30-Jan-22,92,30-39,,,
30-39,2312,97,31-Jan-22,92,30-39,,,
40-49,2860,97,2-Nov-21,92,40-49,,,
40-49,2861,97,3-Nov-21,92,40-49,,,
40-49,2862,97,4-Nov-21,92,40-49,,,
40-49,2863,97,5-Nov-21,92,40-49,,,
40-49,2864,97,6-Nov-21,92,40-49,,,
20-29,1613,97,1-Dec-21,91,20-29,,,
20-29,1614,97,2-Dec-21,91,20-29,,,
20-29,1615,97,3-Dec-21,91,20-29,,,
20-29,1616,97,4-Dec-21,91,20-29,,,
20-29,1617,97,5-Dec-21,91,20-29,,,
20-29,1618,97,6-Dec-21,91,20-29,,,
20-29,1619,97,7-Dec-21,91,20-29,,,
20-29,1620,97,8-Dec-21,91,20-29,,,
30-39,2234,97,14-Nov-21,90,30-39,,,
30-39,2235,97,15-Nov-21,90,30-39,,,
30-39,2236,97,16-Nov-21,90,30-39,,,
30-39,2237,97,17-Nov-21,90,30-39,,,
30-39,2238,97,18-Nov-21,90,30-39,,,
30-39,2239,97,19-Nov-21,90,30-39,,,
30-39,2240,97,20-Nov-21,90,30-39,,,
30-39,2241,97,21-Nov-21,90,30-39,,,
30-39,2242,97,22-Nov-21,90,30-39,,,
30-39,2243,97,23-Nov-21,90,30-39,,,
30-39,2244,97,24-Nov-21,91,30-39,,,
30-39,2245,97,25-Nov-21,91,30-39,,,
30-39,2246,97,26-Nov-21,91,30-39,,,
30-39,2247,97,27-Nov-21,91,30-39,,,
30-39,2248,97,28-Nov-21,91,30-39,,,
30-39,2249,97,29-Nov-21,91,30-39,,,
30-39,2250,97,30-Nov-21,91,30-39,,,
30-39,2251,97,1-Dec-21,91,30-39,,,
30-39,2252,97,2-Dec-21,91,30-39,,,
30-39,2253,97,3-Dec-21,91,30-39,,,
30-39,2254,97,4-Dec-21,91,30-39,,,
30-39,2255,97,5-Dec-21,91,30-39,,,
30-39,2256,97,6-Dec-21,91,30-39,,,
30-39,2257,97,7-Dec-21,91,30-39,,,
30-39,2258,97,8-Dec-21,91,30-39,,,
30-39,2259,97,9-Dec-21,91,30-39,,,
30-39,2260,97,10-Dec-21,91,30-39,,,
30-39,2261,97,11-Dec-21,91,30-39,,,
30-39,2262,97,12-Dec-21,91,30-39,,,
30-39,2263,97,13-Dec-21,91,30-39,,,
30-39,2264,97,14-Dec-21,91,30-39,,,
30-39,2265,97,15-Dec-21,91,30-39,,,
30-39,2266,97,16-Dec-21,91,30-39,,,
30-39,2267,97,17-Dec-21,91,30-39,,,
Dec-19,1049,96,13-Feb-22,94,Dec-19,,,
Dec-19,1050,96,14-Feb-22,94,Dec-19,,,
Dec-19,1051,96,15-Feb-22,94,Dec-19,,,
Dec-19,1052,96,16-Feb-22,94,Dec-19,,,
Dec-19,1053,96,17-Feb-22,94,Dec-19,,,
Dec-19,1054,96,18-Feb-22,94,Dec-19,,,
Dec-19,1055,96,19-Feb-22,94,Dec-19,,,
Dec-19,1056,96,20-Feb-22,94,Dec-19,,,
Dec-19,1057,96,21-Feb-22,94,Dec-19,,,
Dec-19,1058,96,22-Feb-22,94,Dec-19,,,
Dec-19,1059,96,23-Feb-22,94,Dec-19,,,
Dec-19,1060,96,24-Feb-22,94,Dec-19,,,
Dec-19,1061,96,25-Feb-22,94,Dec-19,,,
Dec-19,1062,96,26-Feb-22,94,Dec-19,,,
Dec-19,1063,96,27-Feb-22,94,Dec-19,,,
20-29,1581,96,30-Oct-21,89,20-29,,,
20-29,1582,96,31-Oct-21,89,20-29,,,
20-29,1583,96,1-Nov-21,89,20-29,,,
20-29,1584,96,2-Nov-21,90,20-29,,,
20-29,1585,96,3-Nov-21,90,20-29,,,
20-29,1586,96,4-Nov-21,90,20-29,,,
20-29,1587,96,5-Nov-21,90,20-29,,,
20-29,1588,96,6-Nov-21,90,20-29,,,
20-29,1589,96,7-Nov-21,90,20-29,,,
20-29,1590,96,8-Nov-21,90,20-29,,,
20-29,1591,96,9-Nov-21,90,20-29,,,
20-29,1592,96,10-Nov-21,90,20-29,,,
20-29,1593,96,11-Nov-21,90,20-29,,,
20-29,1594,96,12-Nov-21,90,20-29,,,
20-29,1595,96,13-Nov-21,90,20-29,,,
20-29,1596,96,14-Nov-21,90,20-29,,,
20-29,1597,96,15-Nov-21,90,20-29,,,
20-29,1598,96,16-Nov-21,90,20-29,,,
20-29,1599,96,17-Nov-21,90,20-29,,,
20-29,1600,96,18-Nov-21,91,20-29,,,
20-29,1601,96,19-Nov-21,91,20-29,,,
20-29,1602,96,20-Nov-21,91,20-29,,,
20-29,1603,96,21-Nov-21,91,20-29,,,
20-29,1604,96,22-Nov-21,91,20-29,,,
20-29,1605,96,23-Nov-21,91,20-29,,,
20-29,1606,96,24-Nov-21,91,20-29,,,
20-29,1607,96,25-Nov-21,91,20-29,,,
20-29,1608,96,26-Nov-21,91,20-29,,,
20-29,1609,96,27-Nov-21,91,20-29,,,
20-29,1610,96,28-Nov-21,91,20-29,,,
20-29,1611,96,29-Nov-21,91,20-29,,,
20-29,1612,96,30-Nov-21,91,20-29,,,
30-39,2208,96,19-Oct-21,88,30-39,,,
30-39,2209,96,20-Oct-21,88,30-39,,,
30-39,2210,96,21-Oct-21,88,30-39,,,
30-39,2211,96,22-Oct-21,88,30-39,,,
30-39,2212,96,23-Oct-21,88,30-39,,,
30-39,2213,96,24-Oct-21,88,30-39,,,
30-39,2214,96,25-Oct-21,88,30-39,,,
30-39,2215,96,26-Oct-21,89,30-39,,,
30-39,2216,96,27-Oct-21,89,30-39,,,
30-39,2217,96,28-Oct-21,89,30-39,,,
30-39,2218,96,29-Oct-21,89,30-39,,,
30-39,2219,96,30-Oct-21,89,30-39,,,
30-39,2220,96,31-Oct-21,89,30-39,,,
30-39,2221,96,1-Nov-21,89,30-39,,,
30-39,2222,96,2-Nov-21,89,30-39,,,
30-39,2223,96,3-Nov-21,89,30-39,,,
30-39,2224,96,4-Nov-21,89,30-39,,,
30-39,2225,96,5-Nov-21,89,30-39,,,
30-39,2226,96,6-Nov-21,89,30-39,,,
30-39,2227,96,7-Nov-21,89,30-39,,,
30-39,2228,96,8-Nov-21,90,30-39,,,
30-39,2229,96,9-Nov-21,90,30-39,,,
30-39,2230,96,10-Nov-21,90,30-39,,,
30-39,2231,96,11-Nov-21,90,30-39,,,
30-39,2232,96,12-Nov-21,90,30-39,,,
30-39,2233,96,13-Nov-21,90,30-39,,,
40-49,2833,96,6-Oct-21,91,40-49,,,
40-49,2834,96,7-Oct-21,91,40-49,,,
40-49,2835,96,8-Oct-21,91,40-49,,,
40-49,2836,96,9-Oct-21,91,40-49,,,
40-49,2837,96,10-Oct-21,91,40-49,,,
40-49,2838,96,11-Oct-21,91,40-49,,,
40-49,2839,96,12-Oct-21,91,40-49,,,
40-49,2840,96,13-Oct-21,91,40-49,,,
40-49,2841,96,14-Oct-21,91,40-49,,,
40-49,2842,96,15-Oct-21,91,40-49,,,
40-49,2843,96,16-Oct-21,91,40-49,,,
40-49,2844,96,17-Oct-21,91,40-49,,,
40-49,2845,96,18-Oct-21,92,40-49,,,
40-49,2846,96,19-Oct-21,92,40-49,,,
40-49,2847,96,20-Oct-21,92,40-49,,,
40-49,2848,96,21-Oct-21,92,40-49,,,
40-49,2849,96,22-Oct-21,92,40-49,,,
40-49,2850,96,23-Oct-21,92,40-49,,,
40-49,2851,96,24-Oct-21,92,40-49,,,
40-49,2852,96,25-Oct-21,92,40-49,,,
40-49,2853,96,26-Oct-21,92,40-49,,,
40-49,2854,96,27-Oct-21,92,40-49,,,
40-49,2855,96,28-Oct-21,92,40-49,,,
40-49,2856,96,29-Oct-21,92,40-49,,,
40-49,2857,96,30-Oct-21,92,40-49,,,
40-49,2858,96,31-Oct-21,92,40-49,,,
40-49,2859,96,1-Nov-21,92,40-49,,,
50-59,3480,96,15-Oct-21,93,50-59,,,
50-59,3481,96,16-Oct-21,93,50-59,,,
50-59,3482,96,17-Oct-21,93,50-59,,,
50-59,3483,96,18-Oct-21,93,50-59,,,
50-59,3484,96,19-Oct-21,93,50-59,,,
50-59,3485,96,20-Oct-21,94,50-59,,,
50-59,3486,96,21-Oct-21,94,50-59,,,
50-59,3487,96,22-Oct-21,94,50-59,,,
50-59,3488,96,23-Oct-21,94,50-59,,,
50-59,3489,96,24-Oct-21,94,50-59,,,
50-59,3490,96,25-Oct-21,94,50-59,,,
50-59,3491,96,26-Oct-21,94,50-59,,,
50-59,3492,96,27-Oct-21,94,50-59,,,
50-59,3493,96,28-Oct-21,94,50-59,,,
50-59,3494,96,29-Oct-21,94,50-59,,,
50-59,3495,96,30-Oct-21,94,50-59,,,
50-59,3496,96,31-Oct-21,94,50-59,,,
50-59,3497,96,1-Nov-21,94,50-59,,,
50-59,3498,96,2-Nov-21,94,50-59,,,
50-59,3499,96,3-Nov-21,94,50-59,,,
50-59,3500,96,4-Nov-21,94,50-59,,,
50-59,3501,96,5-Nov-21,94,50-59,,,
50-59,3502,96,6-Nov-21,94,50-59,,,
50-59,3503,96,7-Nov-21,94,50-59,,,
50-59,3504,96,8-Nov-21,94,50-59,,,
50-59,3505,96,9-Nov-21,94,50-59,,,
50-59,3506,96,10-Nov-21,94,50-59,,,
50-59,3507,96,11-Nov-21,94,50-59,,,
50-59,3508,96,12-Nov-21,94,50-59,,,
50-59,3509,96,13-Nov-21,94,50-59,,,
50-59,3510,96,14-Nov-21,94,50-59,,,
50-59,3511,96,15-Nov-21,94,50-59,,,
50-59,3512,96,16-Nov-21,94,50-59,,,
50-59,3513,96,17-Nov-21,94,50-59,,,
50-59,3514,96,18-Nov-21,94,50-59,,,
Dec-19,1136,96,11-May-22,96,Dec-19,,,
Dec-19,1137,96,12-May-22,96,Dec-19,,,
Dec-19,1138,96,13-May-22,96,Dec-19,,,
Dec-19,1139,96,14-May-22,96,Dec-19,,,
Dec-19,1140,96,15-May-22,96,Dec-19,,,
Dec-19,1141,96,16-May-22,96,Dec-19,,,
Dec-19,1142,96,17-May-22,96,Dec-19,,,
Dec-19,1143,96,18-May-22,96,Dec-19,,,
Dec-19,1144,96,19-May-22,96,Dec-19,,,
Dec-19,1145,96,20-May-22,96,Dec-19,,,
Dec-19,1146,96,21-May-22,96,Dec-19,,,
Dec-19,1147,96,22-May-22,96,Dec-19,,,
Dec-19,1148,96,23-May-22,96,Dec-19,,,
Dec-19,1149,96,24-May-22,96,Dec-19,,,
Dec-19,1150,96,25-May-22,96,Dec-19,,,
Dec-19,1151,96,26-May-22,96,Dec-19,,,
Dec-19,1152,96,27-May-22,96,Dec-19,,,
